sanity check lowest count seen: [45, 74, 5] 346669
Using temp3.txt
[243, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[245, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[247, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[249, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[251, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[253, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[255, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[1, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[3, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[5, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[7, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[9, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[11, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[13, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[15, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[17, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[19, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[21, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[23, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[25, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[27, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[29, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[31, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[33, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[35, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[37, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[39, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[41, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[43, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[45, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[47, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[49, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[51, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[53, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[55, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[57, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[59, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[61, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[63, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[65, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[67, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[69, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[71, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[73, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[75, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[77, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[79, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[81, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[83, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[85, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[87, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[89, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[91, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[93, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[95, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[97, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[99, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[101, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[103, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[105, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[107, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[109, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[111, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[113, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[115, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[117, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[119, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[121, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[123, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[125, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[127, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[129, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[131, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[133, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[135, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[137, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[139, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[141, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[143, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[145, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[147, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[149, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[151, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[153, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[155, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[157, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[159, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[161, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[163, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[165, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[167, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[169, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[171, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[173, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[175, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[177, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[179, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[181, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[183, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[185, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[187, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[189, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[191, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[193, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[195, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[197, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[199, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[201, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[203, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[205, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[207, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[209, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[211, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[213, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[215, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[217, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[219, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[221, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[223, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[225, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[227, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[229, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[231, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
[233, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0]
