sanity check lowest count seen: [13, 74, 5] 346637
[128, 135, 0, 243, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 139, 138, 10]     	a8a8b
[128, 135, 0, 245, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 6, 0, 0]     	00006
[128, 135, 0, 247, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 176, 8, 10]     	a08b0
[128, 135, 0, 249, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 167, 34, 10]     	a22a7
[128, 135, 0, 251, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 17, 42, 0]     	02a11
[128, 135, 0, 253, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 156, 160, 10]     	aa09c
[128, 135, 0, 255, 105, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 42, 168, 0]     	0a82a
[128, 135, 0, 1, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 38, 2, 10]     	a0226
[128, 135, 0, 3, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 144, 10, 0]     	00a90
[128, 135, 0, 5, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 29, 128, 10]     	a801d
[128, 135, 0, 7, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 171, 136, 0]     	088ab
[128, 135, 0, 9, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 188, 162, 0]     	0a2bc
[128, 135, 0, 11, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 10, 170, 10]     	aaa0a
[128, 135, 0, 13, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 135, 32, 0]     	02087
[128, 135, 0, 15, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 49, 40, 10]     	a2831
[128, 135, 0, 17, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 11, 170, 10]     	aaa0b
[128, 135, 0, 19, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 189, 162, 0]     	0a2bd
[128, 135, 0, 21, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 48, 40, 10]     	a2830
[128, 135, 0, 23, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 134, 32, 0]     	02086
[128, 135, 0, 25, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 145, 10, 0]     	00a91
[128, 135, 0, 27, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 39, 2, 10]     	a0227
[128, 135, 0, 29, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 170, 136, 0]     	088aa
[128, 135, 0, 31, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 28, 128, 10]     	a801c
[128, 135, 0, 33, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 55, 168, 0]     	0a837
[128, 135, 0, 35, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 129, 160, 10]     	aa081
[128, 135, 0, 37, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 12, 42, 0]     	02a0c
[128, 135, 0, 39, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 186, 34, 10]     	a22ba
[128, 135, 0, 41, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 173, 8, 10]     	a08ad
[128, 135, 0, 43, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 27, 0, 0]     	0001b
[128, 135, 0, 45, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 150, 138, 10]     	a8a96
[128, 135, 0, 47, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 32, 130, 0]     	08220
[128, 135, 0, 49, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 26, 0, 0]     	0001a
[128, 135, 0, 51, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 172, 8, 10]     	a08ac
[128, 135, 0, 53, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 33, 130, 0]     	08221
[128, 135, 0, 55, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 151, 138, 10]     	a8a97
[128, 135, 0, 57, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 128, 160, 10]     	aa080
[128, 135, 0, 59, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 54, 168, 0]     	0a836
[128, 135, 0, 61, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 187, 34, 10]     	a22bb
[128, 135, 0, 63, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 13, 42, 0]     	02a0d
[128, 135, 0, 65, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 169, 40, 0]     	028a9
[128, 135, 0, 67, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 31, 32, 10]     	a201f
[128, 135, 0, 69, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 146, 170, 0]     	0aa92
[128, 135, 0, 71, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 36, 162, 10]     	aa224
[128, 135, 0, 73, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 51, 136, 10]     	a8833
[128, 135, 0, 75, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 133, 128, 0]     	08085
[128, 135, 0, 77, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 8, 10, 10]     	a0a08
[128, 135, 0, 79, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 190, 2, 0]     	002be
[128, 135, 0, 81, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 132, 128, 0]     	08084
[128, 135, 0, 83, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 50, 136, 10]     	a8832
[128, 135, 0, 85, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 191, 2, 0]     	002bf
[128, 135, 0, 87, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 9, 10, 10]     	a0a09
[128, 135, 0, 89, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 30, 32, 10]     	a201e
[128, 135, 0, 91, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 168, 40, 0]     	028a8
[128, 135, 0, 93, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 37, 162, 10]     	aa225
[128, 135, 0, 95, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 147, 170, 0]     	0aa93
[128, 135, 0, 97, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 184, 130, 10]     	a82b8
[128, 135, 0, 99, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 14, 138, 0]     	08a0e
[128, 135, 0, 101, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 131, 0, 10]     	a0083
[128, 135, 0, 103, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 53, 8, 0]     	00835
[128, 135, 0, 105, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 34, 34, 0]     	02222
[128, 135, 0, 107, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 148, 42, 10]     	a2a94
[128, 135, 0, 109, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 25, 160, 0]     	0a019
[128, 135, 0, 111, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 175, 168, 10]     	aa8af
[128, 135, 0, 113, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 149, 42, 10]     	a2a95
[128, 135, 0, 115, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 35, 34, 0]     	02223
[128, 135, 0, 117, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 174, 168, 10]     	aa8ae
[128, 135, 0, 119, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 24, 160, 0]     	0a018
[128, 135, 0, 121, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 15, 138, 0]     	08a0f
[128, 135, 0, 123, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 185, 130, 10]     	a82b9
[128, 135, 0, 125, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 52, 8, 0]     	00834
[128, 135, 0, 127, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 130, 0, 10]     	a0082
[128, 135, 0, 129, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 134, 8, 0]     	00886
[128, 135, 0, 131, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 48, 0, 10]     	a0030
[128, 135, 0, 133, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 189, 138, 0]     	08abd
[128, 135, 0, 135, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 11, 130, 10]     	a820b
[128, 135, 0, 137, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 28, 168, 10]     	aa81c
[128, 135, 0, 139, 106, 25, 0, 8, 120, 154, 188, 222, 255, 255, 255, 255, 0, 0, 0, 170, 160, 0]     	0a0aa
